Titre,Est_Predateur
Hendun Research Access,1
G-Journal of Environmental Science and Technology,1
Scinzer Scientific Publications,1
Jurnal Peurawi: Media Kajian Komunikasi Islam,0
Infonomics Society,1
Revista de Educação Física,0
Journal of Advanced Biotechnology and Experimental Therapeutics,0
Nierika,0
Historia Naturalis Bulgarica,0
Universe of Emerging Technology and Science,1
International Journal of Recent Development in Engineering and Technology,1
Future Healthcare Journal,0
Cuadernos de Relaciones Laborales,0
В центре экономики,0
"História, Ciências, Saúde: Manguinhos",0
LiBRI: Linguistic and Literary Broad Research and Innovation,1
Journal of Coaching and Sports Science,0
International Journal of Novel Trends in Pharmaceutical Sciences,1
Journal of Sonic Studies,0
Coleção Estudos Cariocas,0
Brazilian Journal of Oceanography,0
Journal of Global Antimicrobial Resistance,0
IARS’ International Research Journal,1
European Journals of Business Management,1
Jurnal Teknologi dan Industri Pertanian Indonesia,0
Revista Brasileira de Direito,0
Research WebPub,1
Lectito Journals,1
Edukasi: Jurnal Penelitian dan Artikel Pendidikan,0
American Journal of Pharmacy and Health Research,1
Gateway Papers,0
Sport Science,1
International Journal of Recycling of Organic Waste in Agriculture,0
Liver Research,0
Canadian Journal of Academic Librarianship,0
PharmacologyOnline,1
Zygoscient,1
Liminal,0
Herald International Research Journals,1
Kurdiyat,0
Pedagogik: Jurnal Pendidikan,0
Pesquisa Brasileira em Odontopediatria e Clínica Integrada,0
Chinese Medicine and Culture,0
American Journal of Phytomedicine and Clinical Therapeutics,1
Atatürk Üniversitesi Tıp Fakültesi Cerrahi Tıp Bilimleri Dergisi,0
Global Hip Hop Studies,0
Smith & Franklin Academic Publishing Corporation,1
The Korean Journal of Pain,0
Biomedical Technology,0
ZolCat Academic House,1
International Journal of Vascular Medicine,0
International Journal of Abdominal Wall and Hernia Surgery,0
Epigenomes,0
Canadian Science and Research Group,1
Ciencia Veterinaria,0
Memoirs of the Scientific Sections of the Romanian Academy,0
Cuadernos de Gibraltar,0
Ochrona Dziedzictwa Kulturowego,0
Engineering and Technology Journal,0
Breast Cancer: Basic and Clinical Research,0
Integrated Science Publications,1
Revista de Métodos Cuantitativos para la Economía y la Empresa,0
Gnosi: An Interdisciplinary Journal of Human Theory and Praxis,0
Journal of Contemporary Management Sciences,1
SV Publication,1
Rating Academy,1
Sömn och Hälsa,0
Jurnal Abdimas,0
The Journal of Pediatric Academy,0
Historia,0
Sociation Today,0
پژوهش‌نامه کلام تطبیقی شیعه,0
Biomedical Engineering Review,1
Javano Islamicus,0
International Journal of Information Research,1
Jurnal Edutech Undiksha,0
EDUGAIT Press,1
"Global Scientific, Inc.",1
International Journal of Research and Development in Pharmacy & Life Sciences,1
International Journal on Research Methodologies in Physics and Chemistry,1
International Network for Natural Sciences,1
Ciudad Paz-ando,0
Journal of Advances in Information Technology,1
Sons and Daughters Publishing House/SDPHI/E-JOURNALDIRECT,1
Science Talks,0
Revista Diecisiete,0
Journal of Comprehensive Research,1
International Journal of Medical Research Professionals,1
Latvijas Universitātes Žurnāls. Vēsture,0
Journal of the California Dental Association,0
Transactions of the London Mathematical Society,0
Scigmoid,1
Journal of Agrometeorology,0
Margalla Papers,0
Journal of Mood and Anxiety Disorders,0
International Journal of Current Science,1
International Journal of Society and Technology,1
Turkish Journal of Shiite Studies,0
Knowledge Publishing Printing & Distribution House,1
مجلة العلوم التربوية,0
IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,0
Jurnal Akuntansi dan Keuangan Indonesia,0
Desarrollo y Sociedad,0
Офтальмохирургия,0
Revista Jurídica Portucalense,0
"Lìteraturnij Proces: Metodologìâ, Ìmena, Tendencìï",0
Jacobs Publishers,1
Society for Science and Education,1
Arab Universities Journal of Agricultural Sciences,0
American Research Institute for Policy Development,1
Journal of Vocational Health Studies,0
Studier i Læreruddannelse og -Profession,0
Psikis: Jurnal Psikologi Islami,0
Pak Publishing Group,1
International Journal of Food and Nutritional Sciences,1
Risk Sciences,0
Social Science Chronicle,0
European Union Research Publishing,1
Engineering Publication House,1
Chinese Journal of Mechanical Engineering,0
Erudita,0
Corpus: Archivos Virtuales de la Alteridad Americana,0
International Researchers,1
Electronic Research Archive,0
Prâksis,0
Indonesian Journal of Earth Sciences,0
Naqd-i Zabān va Adabīyyāt-i Khārijī,0
Mediterranean Journal of Physics,1
Australian International Research Consortium,1
IJRETINA (International Journal of Retina),0
"Amoghsiddhi Education Society/AES/AES Journals in Engineering Technology, Management, and Sciences/AES E-JOURNALS [alt]",1
Journal of Current Trends in Big Data Analytics,1
Fossil Record,0
"Facts, Views & Vision in ObGyn",0
Arsitekno,0
International Journal of Emerging Trends in Science and Technology,1
SCHOLE,0
Open Access Journal Limited,1
Discover Toxicology,0
International Journal of Dental and Health Sciences,1
COUNS-EDU: The International Journal of Counseling and Education,0
Advanced Scholars Journals,1
SER Social,0
Science and Technology of Advanced Materials: Methods,0
Mechanical Engineering Journal,0
JVS-Vascular Insights,0
Sustainability Science and Technology,0
Journal of Translational Science,1
"Journal of Research in Radiodiagnosis, Teleradiology and Imaging",1
Electronic Center for International Scientific Information,1
Communications on Applied Electronics,1
International Science Community Association,1
Tempawan,0
J-Lalite,0
"Sports Medicine, Arthroscopy, Rehabilitation, Therapy & Technology",0
دراسات في اللغة العربيّة وآدابها,0
Canadian Science and Technology Press Inc.,1
International Journal of Fisheries and Aquatic Studies,1
Gavin Publishers,1
ORB Academic Publisher,1
Rechtsidee: Law Journal,0
Library of Academic Resources,1
Infectious Disease Reports,0
International Journal of Current Medical Sciences,1
"Радіоелектроніка, інформатика, управління",0
Research in Biotechnology,1
Zona Franca,0
Journal of Neolithic Archaeology,0
Net Journals,1
Differenz,0
Images,0
APST Publication,1
Secularism and Nonreligion,0
Aizeon Publishers,1
African Research Review,1
International Interdisciplinary Journal of Scientific Research,1
Revista História Hoje,0
Fractal: Revista de Psicologia,0
Carte Romanze,0
International Journal of Medical Research & Review,1
Journal of Jazz Studies,0
TESOL Communications,0
The Clute Institute,1
Studies in English Language and Education,0
International Journal of Scientific and Research,1
Korean Journal of Community Nutrition,0
Revista de Turismo Contemporâneo,0
Scient Open Access,1
Izumi,0
Spring Journals,1
Academic Journals Online,1
Inspiree,0
Digital Economy and Sustainable Development,0
International Journal of Electronics Communication and Computer Engineering,1
Studia Historica Brunensia,0
Корпоративные финансы,0
地球与行星物理论评,0
Iranian Journal of Educational Sociology,0
Journal of Applied Hermeneutics,0
Journal of Computing,1
"International Journal of Innovative Research in Electrical, Electronics, Instrumentation and Control Engineering",1
Acta Marisiensis - Seria Medica,0
Athenea Digital,0
Modern Education and Computer Science Press,1
Реторика и комуникации,0
International Journal of Multidisciplinary and Scientific Emerging Research [alt],1
Im@go. A Journal of the Social Imaginary,0
Taraksh Journals,1
The Indian Journal of Chest Diseases and Allied Sciences,0
Ученые записки Казанского университета: Серия Гуманитарные науки,0
Journal of Medicine and Life Science,0
Biotechnology & Biotechnological Equipment,0
Desimal,0
Andes Pediatrica,0
Argumenta,0
Dr.BGR Publications,1
Journal of Natural Products,1
Jurnal Mekanik Terapan,0
International Brazilian Journal of Urology,0
International Organization of Scientific Invention,1
Statistika: Statistics and Economy Journal,0
Временник Пушкинской комиссии,0
International Journal of Information Technology & Business Management,1
Global Journal of Business and Social Science Review,1
دانش آب و هیدرولیک,0
Revista Cerrados,0
"Вестник Кемеровского государственного университета. Серия: политические, социологические и экономические науки",0
Avid Science,1
La Aljaba,0
Acta Technica Jaurinensis,0
Joseph Publishing Group,1
IAMURE Multidisciplinary Research,1
Academy of International Research in Management and Business Realities,1
Revista Facultad de Jurisprudencia,0
International Journal of Computer Systems,1
International Journal of Education and the Arts,0
"Revista Ciudades, Estados y Política",0
Психология человека в образовании,0
Journal of Integrative Bioinformatics,0
International Journal of Computer Applications Technology and Research,1
iScience,0
Jurnal Studi Islam dan Kemuhammadiyahan,0
Revista de Studii Financiare,0
OASP Journals,1
International Journal of Mathematics And Computer Research,1
AppliedChem,0
Journal of Philosophy in Schools,0
Cresco Online Publishing [alt],1
Materials Open,0
Psych,0
Academic and Business Research Institute,1
International Journal of Innovative Technology and Research,1
Phoînix,0
First Independent Scientific Journal,1
International Journal of Agricultural Sciences and Veterinary Medicine,1
International Journal of Fundamental & Applied Sciences,1
Halk Sağlığı Hemşireliği Dergisi,0
Геохімія техногенезу,0
"International Journal of Management, Accounting & Economics",1
Journal of Experimental Biology and Agricultural Sciences,1
Sai Om Publications,1
Unnes Journal of Public Health,0
International Journal of Pharmaceutical & Research Science,1
Indo American Journal of Pharmaceutical Research,1
Engramma,0
Medioevi,0
Islamic Economics Journal,0
National College of Physicians,1
Projets de Paysage,0
Pharmacognosy: Journal of Pharmacognosy and Phytochemistry,1
Ephata,0
Science Reuters,1
International Research E-Journals,1
Tecnologías para la Investigación en Segundas Lenguas,0
Advancements in Science,1
Rocznik Teologiczny,0
Advanced Institute of Convergence Information Technology,1
Kaiak,0
BMC Psychology,0
Revista Brasileira de Agroecologia,0
International Journal of Innovative Interdisciplinary Research,1
Cuadernos de Historia Contemporánea,0
Nordic Journal of Library and Information Studies,0
Experiment,1
Avances del Cesor,0
Cafet Innova Technical Society,1
Extracta Mathematicae,0
Tidsskrift for Samfunnsforskning,0
International Journal of Multidisciplinary Research and Modern Education,1
Shanghai yufang yixue,0
Journal of Digital Social Research,0
International Journal of Advances in Applied Mathematics and Mechanics,1
Research Opinions in Animal and Veterinary Sciences,1
Sustainable Operations and Computers,0
International Journal of Film and Media Arts,0
Inform: Jurnal Ilmiah Bidang Teknologi Informasi dan Komunikasi,0
"International Journal of Advanced Research in Science, Engineering and Technology",1
Реальная клиническая практика: данные и доказательства,0
Jurnal El-Thawalib,0
